﻿Instruction1.keys,Instruction1.rt,Instruction2.keys,Instruction2.rt,key_resp_iso.keys,key_resp_iso.corr,Practice_01.thisRepN,Practice_01.thisTrialN,Practice_01.thisN,Practice_01.thisIndex,Practice_01.ran,Words,ans,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_iso.rt,key_resp_3.keys,key_resp_3.rt,key_resp_ipn.keys,key_resp_ipn.corr,key_resp_ipn.rt,Practice_02.thisRepN,Practice_02.thisTrialN,Practice_02.thisN,Practice_02.thisIndex,Practice_02.ran,Words_ipn,ans_ipn,key_resp_4.keys,key_resp_4.rt,key_resp_t1.keys,key_resp_t1.corr,key_resp_t1.rt,Practice_T1.thisRepN,Practice_T1.thisTrialN,Practice_T1.thisN,Practice_T1.thisIndex,Practice_T1.ran,Words_t1,ans_t1,key_resp_5.keys,key_resp_5.rt,Formal_T1.thisRepN,Formal_T1.thisTrialN,Formal_T1.thisN,Formal_T1.thisIndex,Formal_T1.ran,key_resp_6.keys,key_resp_6.rt,key_resp_iso_reverse.keys,key_resp_iso_reverse.corr,Practice_iso_Reverse.thisRepN,Practice_iso_Reverse.thisTrialN,Practice_iso_Reverse.thisN,Practice_iso_Reverse.thisIndex,Practice_iso_Reverse.ran,key_resp_iso_reverse.rt,key_resp_7.keys,key_resp_7.rt,key_resp_t2_Practice.keys,key_resp_t2_Practice.corr,Practice_t2_Reverse.thisRepN,Practice_t2_Reverse.thisTrialN,Practice_t2_Reverse.thisN,Practice_t2_Reverse.thisIndex,Practice_t2_Reverse.ran,Words_t2,ans_t2,key_resp_t2_Practice.rt,key_resp_8.keys,key_resp_8.rt,key_resp_t2.keys,key_resp_t2.corr,Formal_t2_reverse.thisRepN,Formal_t2_reverse.thisTrialN,Formal_t2_reverse.thisN,Formal_t2_reverse.thisIndex,Formal_t2_reverse.ran,key_resp_t2.rt,key_instruct.keys,key_instruct.rt
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,e,0,0.5472,0,37,37,78,1,他人,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,e,1,0.6652,0,38,38,62,1,我们,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,e,1,0.5328,0,39,39,63,1,自己,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,e,1,0.6516,0,40,40,13,1,杰出,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,e,1,0.5126,0,41,41,17,1,勇敢,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,e,0,1.1382,0,42,42,45,1,猖狂,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,i,1,0.5649,0,43,43,47,1,固执,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,i,1,0.4871,0,44,44,33,1,刻薄,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,i,1,0.5895,0,45,45,31,1,虚伪,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,e,1,0.5791,0,46,46,4,1,俺,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,i,1,0.4335,0,47,47,9,1,其他,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,i,1,0.5051,0,48,48,8,1,他人,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,e,1,0.5645,0,49,49,61,1,我的,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,e,1,0.5316,0,50,50,71,1,我的,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,e,1,0.382,0,51,51,60,1,我,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,e,1,0.3829,0,52,52,50,1,我,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,e,1,0.493,0,53,53,53,1,自己,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,e,0,0.2669,0,54,54,68,1,他人,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,i,1,0.999,0,55,55,48,1,轻率,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,e,1,1.0992,0,56,56,51,1,我的,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,i,1,1.2369,0,57,57,41,1,散漫,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,,0,,0,58,58,14,1,乐观,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,i,0,0.9954,0,59,59,70,1,我,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,i,1,0.6003,0,60,60,7,1,他的,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,i,1,0.4955,0,61,61,49,1,下贱,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,e,0,1.1375,0,62,62,76,1,他们,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,e,1,0.6508,0,63,63,64,1,俺,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,i,1,0.4966,0,64,64,69,1,其他,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,i,1,0.7538,0,65,65,39,1,冒失,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,i,1,0.4998,0,66,66,6,1,他们,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,i,1,0.5955,0,67,67,38,1,鲁莽,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,e,1,0.639,0,68,68,72,1,我们,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,i,1,0.5787,0,69,69,30,1,卑鄙,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,e,1,0.4812,0,70,70,27,1,热情,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,i,1,0.5894,0,71,71,37,1,傲慢,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,e,1,0.7377,0,72,72,10,1,优秀,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,i,1,0.5771,0,73,73,43,1,自私,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,i,1,0.7359,0,74,74,59,1,其他,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,i,1,0.5063,0,75,75,36,1,自卑,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,e,1,0.7488,0,76,76,54,1,俺,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,e,1,1.2598,0,77,77,20,1,认真,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,i,1,0.5391,0,78,78,42,1,凶狠,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,e,1,1.0307,0,79,79,18,1,勤奋,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,i,1,0.6294,,,,,,消极,i,space,9.8679,0,0,0,35,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,e,1,0.7812,,,,,,热情,e,,,0,1,1,27,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,i,1,0.9375,,,,,,自卑,i,,,0,2,2,36,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,i,1,1.0553,,,,,,固执,i,,,0,3,3,47,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,i,1,1.207,,,,,,散漫,i,,,0,4,4,41,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,e,1,0.6437,,,,,,乐观,e,,,0,5,5,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,i,1,0.4721,,,,,,他们,i,,,0,6,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,e,1,1.3828,,,,,,俺,e,,,0,7,7,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,e,1,0.6458,,,,,,机智,e,,,0,8,8,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,e,1,0.6309,,,,,,公正,e,,,0,9,9,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,i,1,0.5654,,,,,,愚蠢,i,,,0,10,10,32,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,e,1,0.5681,,,,,,活泼,e,,,0,11,11,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,i,1,0.5497,,,,,,冒失,i,,,0,12,12,39,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,e,1,0.7481,,,,,,我,e,,,0,13,13,60,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,i,1,0.5411,,,,,,下贱,i,,,0,14,14,49,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,e,1,1.1478,,,,,,杰出,e,,,0,15,15,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,i,1,1.3471,,,,,,刻薄,i,,,0,16,16,33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,e,1,0.5487,,,,,,我的,e,,,0,17,17,71,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,e,1,0.4772,,,,,,自己,e,,,0,18,18,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,e,1,0.7555,,,,,,崇高,e,,,0,19,19,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,i,1,0.7306,,,,,,其他,i,,,0,20,20,69,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,i,1,0.7056,,,,,,悲观,i,,,0,21,21,34,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,e,1,0.4896,,,,,,自己,e,,,0,22,22,63,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,i,1,0.5939,,,,,,卑鄙,i,,,0,23,23,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,e,1,0.4963,,,,,,我们,e,,,0,24,24,72,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,i,0,0.5129,,,,,,认真,e,,,0,25,25,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,i,1,0.7943,,,,,,他的,i,,,0,26,26,77,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,i,1,0.5869,,,,,,野蛮,i,,,0,27,27,46,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,e,1,1.0166,,,,,,俺,e,,,0,28,28,64,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,i,1,0.8177,,,,,,他们,i,,,0,29,29,66,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,i,1,0.6195,,,,,,他们,i,,,0,30,30,76,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,e,1,1.0664,,,,,,正直,e,,,0,31,31,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,i,1,0.6199,,,,,,他,i,,,0,32,32,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,i,0,1.3703,,,,,,勤奋,e,,,0,33,33,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,i,1,0.5663,,,,,,其他,i,,,0,34,34,59,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,e,1,1.0261,,,,,,我的,e,,,0,35,35,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,i,0,0.5975,,,,,,稳重,e,,,0,36,36,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,i,1,0.7191,,,,,,他人,i,,,0,37,37,58,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,i,1,0.6757,,,,,,他人,i,,,0,38,38,78,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,i,1,0.4652,,,,,,他,i,,,0,39,39,75,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,e,1,0.5817,,,,,,聪明,e,,,0,40,40,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,i,1,0.723,,,,,,鲁莽,i,,,0,41,41,38,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,i,1,1.1657,,,,,,凶狠,i,,,0,42,42,42,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,i,1,0.6141,,,,,,其他,i,,,0,43,43,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,e,1,0.5069,,,,,,我们,e,,,0,44,44,52,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,i,1,0.9153,,,,,,自私,i,,,0,45,45,43,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,e,1,0.6879,,,,,,俺,e,,,0,46,46,74,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,e,1,0.4509,,,,,,我,e,,,0,47,47,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,e,1,0.6303,,,,,,我们,e,,,0,48,48,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,e,1,0.545,,,,,,自己,e,,,0,49,49,53,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-02-07_16h39.28.691,IAT(Formal),2021.2.3,Win32,58.82352941,,,,,,,,,,,,,,,,e,1,0.428,,,,,,我们,e,,,0,50,50,62,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
